author,shortname,id,url,abstract
Patrick Jaillet,Jaillet_Patrick,arXiv:1401.7043,https://arxiv.org/abs/1401.7043,"Abstract:  The minmax regret problem for combinatorial optimization under uncertainty
can be viewed as a zero-sum game played between an optimizing player and an
adversary, where the optimizing player selects a solution and the adversary
selects costs with the intention of maximizing the regret of the player. The
existing minmax regret model considers only deterministic solutions/strategies,
and minmax regret versions of most polynomial solvable problems are NP-hard. In
this paper, we consider a randomized model where the optimizing player selects
a probability distribution (corresponding to a mixed strategy) over solutions
and the adversary selects costs with knowledge of the player's distribution,
but not its realization. We show that under this randomized model, the minmax
regret version of any polynomial solvable combinatorial problem becomes
polynomial solvable. This holds true for both the interval and discrete
scenario representations of uncertainty. Using the randomized model, we show
new proofs of existing approximation algorithms for the deterministic model
based on primal-dual approaches. Finally, we prove that minmax regret problems
are NP-hard under general convex uncertainty."
Patrick Jaillet,Jaillet_Patrick,arXiv:1308.6705,https://arxiv.org/abs/1308.6705,"Abstract:  Many modern and growing cities are facing declines in public transport usage,
with few efficient methods to explain why. In this article, we show that urban
mobility patterns and transport mode choices can be derived from cellphone call
detail records coupled with public transport data recorded from smart cards.
Specifically, we present new data mining approaches to determine the spatial
and temporal variability of public and private transportation usage and
transport mode preferences across Singapore. Our results, which were validated
by Singapore's quadriennial Household Interview Travel Survey (HITS), revealed
that there are 3.5 (HITS: 3.5 million) million and 4.3 (HITS: 4.4 million)
million inter-district passengers by public and private transport,
respectively. Along with classifying which transportation connections are weak
or underserved, the analysis shows that the mode share of public transport use
increases from 38 percent in the morning to 44 percent around mid-day and 52
percent in the evening."
Patrick Jaillet,Jaillet_Patrick,arXiv:1307.2536,https://arxiv.org/abs/1307.2536,"Abstract:  We study the average performance of online greedy matching algorithms on
$G(n,n,p)$, the random bipartite graph with $n$ vertices on each side and edges
occurring independently with probability $p=p(n)$. In the online model,
vertices on one side of the graph are given up front while vertices on the
other side arrive sequentially; when a vertex arrives its edges are revealed
and it must be immediately matched or dropped. We begin by analyzing the
\textsc{oblivious} algorithm, which tries to match each arriving vertex to a
random neighbor, even if the neighbor has already been matched. The algorithm
is shown to have a performance ratio of at least $1-1/e$ for all monotonic
functions $p(n)$, where the performance ratio is defined asymptotically as the
ratio of the expected matching size given by the algorithm to the expected
maximum matching size. Next we show that the conventional \textsc{greedy}
algorithm, which assigns each vertex to a random unmatched neighbor, has a
performance ratio of at least 0.837 for all monotonic functions $p(n)$. Under
the $G(n,n,p)$ model, the performance of \textsc{greedy} is equivalent to the
performance of the well known \textsc{ranking} algorithm, so our results show
that \textsc{ranking} has a performance ratio of at least 0.837. We finally
consider vertex-weighted bipartite matching. Our proofs are based on simple
differential equations that describe the evolution of the matching process."
Patrick Jaillet,Jaillet_Patrick,arXiv:1305.5826,https://arxiv.org/abs/1305.5826,"Abstract:  Gaussian processes (GP) are Bayesian non-parametric models that are widely
used for probabilistic regression. Unfortunately, it cannot scale well with
large data nor perform real-time predictions due to its cubic time cost in the
data size. This paper presents two parallel GP regression methods that exploit
low-rank covariance matrix approximations for distributing the computational
load among parallel machines to achieve time efficiency and scalability. We
theoretically guarantee the predictive performances of our proposed parallel
GPs to be equivalent to that of some centralized approximate GP regression
methods: The computation of their centralized counterparts can be distributed
among parallel machines, hence achieving greater time efficiency and
scalability. We analytically compare the properties of our parallel GPs such as
time, space, and communication complexity. Empirical evaluation on two
real-world datasets in a cluster of 20 computing nodes shows that our parallel
GPs are significantly more time-efficient and scalable than their centralized
counterparts and exact/full GP while achieving predictive performances
comparable to full GP."
Patrick Jaillet,Jaillet_Patrick,arXiv:1304.2488,https://arxiv.org/abs/1304.2488,"Abstract:  We present bounds of quadratic form for the logarithm of the Gaussian
Q-function. We also show an analytical method for deriving log-quadratic
approximations of the Q-function and give an approximation with absolute error
less than $10^{-3}$."
Patrick Jaillet,Jaillet_Patrick,arXiv:1301.4529,https://arxiv.org/abs/1301.4529,"Abstract:  Rollout algorithms have demonstrated excellent performance on a variety of
dynamic and discrete optimization problems. Interpreted as an approximate
dynamic programming algorithm, a rollout algorithm estimates the value-to-go at
each decision stage by simulating future events while following a greedy
policy, referred to as the base policy. While in many cases rollout algorithms
are guaranteed to perform as well as their base policies, there have been few
theoretical results showing additional improvement in performance. In this
paper we perform a probabilistic analysis of the subset sum problem and
knapsack problem, giving theoretical evidence that rollout algorithms perform
strictly better than their base policies. Using a stochastic model from the
existing literature, we analyze two rollout methods that we refer to as the
consecutive rollout and exhaustive rollout, both of which employ a simple
greedy base policy. For the subset sum problem, we prove that after only a
single iteration of the rollout algorithm, both methods yield at least a 30%
reduction in the expected gap between the solution value and capacity, relative
to the base policy. Analogous results are shown for the knapsack problem."
Patrick Jaillet,Jaillet_Patrick,arXiv:1301.3509,https://arxiv.org/abs/1301.3509,"Abstract:  Current kidney exchange pools are of moderate size and thin, as they consist
of many highly sensitized patients. Creating a thicker pool can be done by
waiting for many pairs to arrive. We analyze a simple class of matching
algorithms that search periodically for allocations. We find that if only 2-way
cycles are conducted, in order to gain a significant amount of matches over the
online scenario (matching each time a new incompatible pair joins the pool) the
waiting period should be ""very long"". If 3-way cycles are also allowed we find
regimes in which waiting for a short period also increases the number of
matches considerably. Finally, a significant increase of matches can be
obtained by using even one non-simultaneous chain while still matching in an
online fashion. Our theoretical findings and data-driven computational
experiments lead to policy recommendations."
Patrick Jaillet,Jaillet_Patrick,arXiv:1208.2596,https://arxiv.org/abs/1208.2596,"Abstract:  In this paper, we study a general online linear programming problem whose
formulation encompasses many practical dynamic resource allocation problems,
including internet advertising display applications, revenue management,
various routing, packing, and auction problems. We propose a model, which under
mild assumptions, allows us to design near-optimal learning-based online
algorithms that do not require the a priori knowledge about the total number of
online requests to come, a first of its kind. We then consider two variants of
the problem that relax the initial assumptions imposed on the proposed model."
Patrick Jaillet,Jaillet_Patrick,arXiv:1207.1333,https://arxiv.org/abs/1207.1333,"Abstract:  The most well-known conjecture in the context of matroid secretary problems
claims the existence of a constant-factor approximation applicable to any
matroid. Whereas this conjecture remains open, modified forms of it were shown
to be true, when assuming that the assignment of weights to the secretaries is
not adversarial but uniformly random (Soto [SODA 2011], Oveis Gharan and
Vondrák [ESA 2011]). However, so far, there was no variant of the matroid
secretary problem with adversarial weight assignment for which a
constant-factor approximation was found. We address this point by presenting a
9-approximation for the \emph{free order model}, a model suggested shortly
after the introduction of the matroid secretary problem, and for which no
constant-factor approximation was known so far. The free order model is a
relaxed version of the original matroid secretary problem, with the only
difference that one can choose the order in which secretaries are interviewed.
Furthermore, we consider the classical matroid secretary problem for the
special case of laminar matroids. Only recently, a constant-factor
approximation has been found for this case, using a clever but rather involved
method and analysis (Im and Wang, [SODA 2011]) that leads to a
16000/3-approximation. This is arguably the most involved special case of the
matroid secretary problem for which a constant-factor approximation is known.
We present a considerably simpler and stronger $3\sqrt{3}e\approx
14.12$-approximation, based on reducing the problem to a matroid secretary
problem on a partition matroid."
Patrick Jaillet,Jaillet_Patrick,arXiv:1206.6230,https://arxiv.org/abs/1206.6230,"Abstract:  The problem of modeling and predicting spatiotemporal traffic phenomena over
an urban road network is important to many traffic applications such as
detecting and forecasting congestion hotspots. This paper presents a
decentralized data fusion and active sensing (D2FAS) algorithm for mobile
sensors to actively explore the road network to gather and assimilate the most
informative data for predicting the traffic phenomenon. We analyze the time and
communication complexity of D2FAS and demonstrate that it can scale well with a
large number of observations and sensors. We provide a theoretical guarantee on
its predictive performance to be equivalent to that of a sophisticated
centralized sparse approximation for the Gaussian process (GP) model: The
computation of such a sparse approximate GP model can thus be parallelized and
distributed among the mobile sensors (in a Google-like MapReduce paradigm),
thereby achieving efficient and scalable prediction. We also theoretically
guarantee its active sensing performance that improves under various practical
environmental conditions. Empirical evaluation on real-world urban road network
data shows that our D2FAS algorithm is significantly more time-efficient and
scalable than state-of-the-art centralized algorithms while achieving
comparable predictive performance."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1901.00032,https://arxiv.org/abs/1901.00032,"Abstract:  Leveraging new data sources is a key step in accelerating the pace of
materials design and discovery. To complement the strides in synthesis planning
driven by historical, experimental, and computed data, we present an automated
method for connecting scientific literature to synthesis insights. Starting
from natural language text, we apply word embeddings from language models,
which are fed into a named entity recognition model, upon which a conditional
variational autoencoder is trained to generate syntheses for arbitrary
materials. We show the potential of this technique by predicting precursors for
two perovskite materials, using only training data published over a decade
prior to their first reported syntheses. We demonstrate that the model learns
representations of materials corresponding to synthesis-related properties, and
that the model's behavior complements existing thermodynamic knowledge.
Finally, we apply the model to perform synthesizability screening for proposed
novel perovskite compounds."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1810.10775,https://arxiv.org/abs/1810.10775,"Abstract:  In this paper, we consider the problem of Gaussian process (GP) optimization
with an added robustness requirement: The returned point may be perturbed by an
adversary, and we require the function value to remain as high as possible even
after this perturbation. This problem is motivated by settings in which the
underlying functions during optimization and implementation stages are
different, or when one is interested in finding an entire region of good inputs
rather than only a single point. We show that standard GP optimization
algorithms do not exhibit the desired robustness properties, and provide a
novel confidence-bound based algorithm StableOpt for this purpose. We
rigorously establish the required number of samples for StableOpt to find a
near-optimal point, and we complement this guarantee with an
algorithm-independent lower bound. We experimentally demonstrate several
potential applications of interest using real-world data sets, and we show that
StableOpt consistently succeeds in finding a stable maximizer where several
baseline methods fail."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1810.00826,https://arxiv.org/abs/1810.00826,"Abstract:  Graph Neural Networks (GNNs) for representation learning of graphs broadly
follow a neighborhood aggregation framework, where the representation vector of
a node is computed by recursively aggregating and transforming feature vectors
of its neighboring nodes. Many GNN variants have been proposed and have
achieved state-of-the-art results on both node and graph classification tasks.
However, despite GNNs revolutionizing graph representation learning, there is
limited understanding of their representational properties and limitations.
Here, we present a theoretical framework for analyzing the expressive power of
GNNs in capturing different graph structures. Our results characterize the
discriminative power of popular GNN variants, such as Graph Convolutional
Networks and GraphSAGE, and show that they cannot learn to distinguish certain
simple graph structures. We then develop a simple architecture that is provably
the most expressive among the class of GNNs and is as powerful as the
Weisfeiler-Lehman graph isomorphism test. We empirically validate our
theoretical findings on a number of graph classification benchmarks, and
demonstrate that our model achieves state-of-the-art performance."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1807.01808,https://arxiv.org/abs/1807.01808,"Abstract:  We consider the problem of inference in discrete probabilistic models, that
is, distributions over subsets of a finite ground set. These encompass a range
of well-known models in machine learning, such as determinantal point processes
and Ising models. Locally-moving Markov chain Monte Carlo algorithms, such as
the Gibbs sampler, are commonly used for inference in such models, but their
convergence is, at times, prohibitively slow. This is often caused by
state-space bottlenecks that greatly hinder the movement of such samplers. We
propose a novel sampling strategy that uses a specific mixture of product
distributions to propose global moves and, thus, accelerate convergence.
Furthermore, we show how to construct such a mixture using semigradient
information. We illustrate the effectiveness of combining our sampler with
existing ones, both theoretically on an example model, as well as practically
on three models learned from real-world data sets."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1806.10909,https://arxiv.org/abs/1806.10909,"Abstract:  We demonstrate that a very deep ResNet with stacked modules with one neuron
per hidden layer and ReLU activation functions can uniformly approximate any
Lebesgue integrable function in $d$ dimensions, i.e. $\ell_1(\mathbb{R}^d)$.
Because of the identity mapping inherent to ResNets, our network has
alternating layers of dimension one and $d$. This stands in sharp contrast to
fully connected networks, which are not universal approximators if their width
is the input dimension $d$ [Lu et al, 2017; Hanin and Sellke, 2017]. Hence, our
result implies an increase in representational power for narrow deep networks
by the ResNet architecture."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1806.09277,https://arxiv.org/abs/1806.09277,"Abstract:  Many problems in machine learning involve calculating correspondences between
sets of objects, such as point clouds or images. Discrete optimal transport
(OT) provides a natural and successful approach to such tasks whenever the two
sets of objects can be represented in the same space or when we can evaluate
distances between the objects. Unfortunately neither requirement is likely to
hold when object representations are learned from data. Indeed, automatically
derived representations such as word embeddings are typically fixed only up to
some global transformations, for example, reflection or rotation. As a result,
pairwise distances across the two types of objects are ill-defined without
specifying their relative transformation. In this work, we propose a general
framework for optimal transport in the presence of latent global
transformations. We discuss algorithms for the specific case of orthonormal
transformations, and show promising results in unsupervised word alignment."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1806.03536,https://arxiv.org/abs/1806.03536,"Abstract:  Recent deep learning approaches for representation learning on graphs follow
a neighborhood aggregation procedure. We analyze some important properties of
these models, and propose a strategy to overcome those. In particular, the
range of ""neighboring"" nodes that a node's representation draws from strongly
depends on the graph structure, analogous to the spread of a random walk. To
adapt to local neighborhood properties and tasks, we explore an architecture --
jumping knowledge (JK) networks -- that flexibly leverages, for each node,
different neighborhood ranges to enable better structure-aware representation.
In a number of experiments on social, bioinformatics and citation networks, we
demonstrate that our model achieves state-of-the-art performance. Furthermore,
combining the JK framework with models like Graph Convolutional Networks,
GraphSAGE and Graph Attention Networks consistently improves those models'
performance."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1802.09700,https://arxiv.org/abs/1802.09700,"Abstract:  Robustness of deep learning models is a property that has recently gained
increasing attention. We formally define a notion of robustness for generative
adversarial models, and show that, perhaps surprisingly, the GAN in its
original form is not robust. Indeed, the discriminator in GANs may be viewed as
merely offering ""teaching feedback"". Our notion of robustness relies on a
dishonest discriminator, or noisy, adversarial interference with its feedback.
We explore, theoretically and empirically, the effect of model and training
properties on this robustness. In particular, we show theoretical conditions
for robustness that are supported by empirical evidence. We also test the
effect of regularization. Our results suggest variations of GANs that are
indeed more robust to noisy attacks, and have overall more stable training
behavior."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1802.05249,https://arxiv.org/abs/1802.05249,"Abstract:  Submodular functions have applications throughout machine learning, but in
many settings, we do not have direct access to the underlying function $f$. We
focus on stochastic functions that are given as an expectation of functions
over a distribution $P$. In practice, we often have only a limited set of
samples $f_i$ from $P$. The standard approach indirectly optimizes $f$ by
maximizing the sum of $f_i$. However, this ignores generalization to the true
(unknown) distribution. In this paper, we achieve better performance on the
actual underlying function $f$ by directly optimizing a combination of bias and
variance. Algorithmically, we accomplish this by showing how to carry out
distributionally robust optimization (DRO) for submodular functions, providing
efficient algorithms backed by theoretical guarantees which leverage several
novel contributions to the general theory of DRO. We also show compelling
empirical evidence that DRO improves generalization to the unknown stochastic
submodular function."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1712.06199,https://arxiv.org/abs/1712.06199,"Abstract:  Optimal Transport has recently gained interest in machine learning for
applications ranging from domain adaptation, sentence similarities to deep
learning. Yet, its ability to capture frequently occurring structure beyond the
""ground metric"" is limited. In this work, we develop a nonlinear generalization
of (discrete) optimal transport that is able to reflect much additional
structure. We demonstrate how to leverage the geometry of this new model for
fast algorithms, and explore connections and properties. Illustrative
experiments highlight the benefit of the induced structured couplings for tasks
in domain adaptation and natural language processing."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1712.05510,https://arxiv.org/abs/1712.05510,"Abstract:  We introduce Graph-Sparse Logistic Regression, a new algorithm for
classification for the case in which the support should be sparse but connected
on a graph. We val- idate this algorithm against synthetic data and benchmark
it against L1-regularized Logistic Regression. We then explore our technique in
the bioinformatics context of proteomics data on the interactome graph. We make
all our experimental code public and provide GSLR as an open source package."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1706.09549,https://arxiv.org/abs/1706.09549,"Abstract:  We propose a framework for adversarial training that relies on a sample
rather than a single sample point as the fundamental unit of discrimination.
Inspired by discrepancy measures and two-sample tests between probability
distributions, we propose two such distributional adversaries that operate and
predict on samples, and show how they can be easily implemented on top of
existing models. Various experimental results show that generators trained with
our distributional adversaries are much more stable and are remarkably less
prone to mode collapse than traditional models trained with pointwise
prediction discriminators. The application of our framework to domain
adaptation also results in considerable improvement over recent
state-of-the-art."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1706.03583,https://arxiv.org/abs/1706.03583,"Abstract:  The need for real time analysis of rapidly producing data streams (e.g.,
video and image streams) motivated the design of streaming algorithms that can
efficiently extract and summarize useful information from massive data ""on the
fly"". Such problems can often be reduced to maximizing a submodular set
function subject to various constraints. While efficient streaming methods have
been recently developed for monotone submodular maximization, in a wide range
of applications, such as video summarization, the underlying utility function
is non-monotone, and there are often various constraints imposed on the
optimization problem to consider privacy or personalization. We develop the
first efficient single pass streaming algorithm, Streaming Local Search, that
for any streaming monotone submodular maximization algorithm with approximation
guarantee $\alpha$ under a collection of independence systems ${\cal I}$,
provides a constant $1/\big(1+2/\sqrt{\alpha}+1/\alpha
+2d(1+\sqrt{\alpha})\big)$ approximation guarantee for maximizing a
non-monotone submodular function under the intersection of ${\cal I}$ and $d$
knapsack constraints. Our experiments show that for video summarization, our
method runs more than 1700 times faster than previous work, while maintaining
practically the same performance."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1706.01445,https://arxiv.org/abs/1706.01445,"Abstract:  Bayesian optimization (BO) has become an effective approach for black-box
function optimization problems when function evaluations are expensive and the
optimum can be achieved within a relatively small number of queries. However,
many cases, such as the ones with high-dimensional inputs, may require a much
larger number of observations for optimization. Despite an abundance of
observations thanks to parallel experiments, current BO techniques have been
limited to merely a few thousand observations. In this paper, we propose
ensemble Bayesian optimization (EBO) to address three current challenges in BO
simultaneously: (1) large-scale observations; (2) high dimensional input
spaces; and (3) selections of batch queries that balance quality and diversity.
The key idea of EBO is to operate on an ensemble of additive Gaussian process
models, each of which possesses a randomized strategy to divide and conquer. We
show unprecedented, previously impossible results of scaling up BO to tens of
thousands of observations within minutes of computation."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1705.07443,https://arxiv.org/abs/1705.07443,"Abstract:  Efficiently aggregating data from different sources is a challenging problem,
particularly when samples from each source are distributed differently. These
differences can be inherent to the inference task or present for other reasons:
sensors in a sensor network may be placed far apart, affecting their individual
measurements. Conversely, it is computationally advantageous to split Bayesian
inference tasks across subsets of data, but data need not be identically
distributed across subsets. One principled way to fuse probability
distributions is via the lens of optimal transport: the Wasserstein barycenter
is a single distribution that summarizes a collection of input measures while
respecting their geometry. However, computing the barycenter scales poorly and
requires discretization of all input distributions and the barycenter itself.
Improving on this situation, we present a scalable, communication-efficient,
parallel algorithm for computing the Wasserstein barycenter of arbitrary
distributions. Our algorithm can operate directly on continuous input
distributions and is optimized for streaming data. Our method is even robust to
nonstationary input distributions and produces a barycenter estimate that
tracks the input measures over time. The algorithm is semi-discrete, needing to
discretize only the barycenter estimate. To the best of our knowledge, we also
provide the first bounds on the quality of the approximate barycenter as the
discretization becomes finer. Finally, we demonstrate the practical
effectiveness of our method, both in tracking moving distributions on a sphere,
as well as in a large-scale Bayesian inference task."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1705.06616,https://arxiv.org/abs/1705.06616,"Abstract:  We consider the problem of far-field sensing by means of a sensor array.
Traditional array geometry design techniques are agnostic to prior information
about the far-field scene. However, in many applications such priors are
available and may be utilized to design more efficient array topologies. We
formulate the problem of array geometry design with scene prior as one of
finding a sampling configuration that enables efficient inference, which turns
out to be a combinatorial optimization problem. While generic combinatorial
optimization problems are NP-hard and resist efficient solvers, we show how for
array design problems the theory of submodular optimization may be utilized to
obtain efficient algorithms that are guaranteed to achieve solutions within a
constant approximation factor from the optimum. We leverage the connection
between array design problems and submodular optimization and port several
results of interest. We demonstrate efficient methods for designing arrays with
constraints on the sensing aperture, as well as arrays respecting combinatorial
placement constraints. This novel connection between array design and
submodularity suggests the possibility for utilizing other insights and
techniques from the growing body of literature on submodular optimization in
the field of array design."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1703.02674,https://arxiv.org/abs/1703.02674,"Abstract:  We study dual volume sampling, a method for selecting k columns from an n x m
short and wide matrix (n <= k <= m) such that the probability of selection is
proportional to the volume spanned by the rows of the induced submatrix. This
method was proposed by Avron and Boutsidis (2013), who showed it to be a
promising method for column subset selection and its multiple applications.
However, its wider adoption has been hampered by the lack of polynomial time
sampling algorithms. We remove this hindrance by developing an exact
(randomized) polynomial time sampling algorithm as well as its derandomization.
Thereafter, we study dual volume sampling via the theory of real stable
polynomials and prove that its distribution satisfies the ""Strong Rayleigh""
property. This result has numerous consequences, including a provably
fast-mixing Markov chain sampler that makes dual volume sampling much more
attractive to practitioners. This sampler is closely related to classical
algorithms for popular experimental design methods that are to date lacking
theoretical analysis but are known to empirically work well."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1703.01973,https://arxiv.org/abs/1703.01973,"Abstract:  Optimization of high-dimensional black-box functions is an extremely
challenging problem. While Bayesian optimization has emerged as a popular
approach for optimizing black-box functions, its applicability has been limited
to low-dimensional problems due to its computational and statistical challenges
arising from high-dimensional settings. In this paper, we propose to tackle
these challenges by (1) assuming a latent additive structure in the function
and inferring it properly for more efficient and effective BO, and (2)
performing multiple evaluations in parallel to reduce the number of iterations
required by the method. Our novel approach learns the latent structure with
Gibbs sampling and constructs batched queries using determinantal point
processes. Experimental validations on both synthetic and real-world functions
demonstrate that the proposed method outperforms the existing state-of-the-art
approaches."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1703.01968,https://arxiv.org/abs/1703.01968,"Abstract:  Entropy Search (ES) and Predictive Entropy Search (PES) are popular and
empirically successful Bayesian Optimization techniques. Both rely on a
compelling information-theoretic motivation, and maximize the information
gained about the $\arg\max$ of the unknown function; yet, both are plagued by
the expensive computation for estimating entropies. We propose a new criterion,
Max-value Entropy Search (MES), that instead uses the information about the
maximum function value. We show relations of MES to other Bayesian optimization
methods, and establish a regret bound. We observe that MES maintains or
improves the good empirical performance of ES/PES, while tremendously
lightening the computational burden. In particular, MES is much more robust to
the number of samples used for computing the entropy, and hence more efficient
for higher dimensional problems."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1702.08791,https://arxiv.org/abs/1702.08791,"Abstract:  The optimal allocation of resources for maximizing influence, spread of
information or coverage, has gained attention in the past years, in particular
in machine learning and data mining. But in applications, the parameters of the
problem are rarely known exactly, and using wrong parameters can lead to
undesirable outcomes. We hence revisit a continuous version of the Budget
Allocation or Bipartite Influence Maximization problem introduced by Alon et
al. (2012) from a robust optimization perspective, where an adversary may
choose the least favorable parameters within a confidence set. The resulting
problem is a nonconvex-concave saddle point problem (or game). We show that
this nonconvex problem can be solved exactly by leveraging connections to
continuous submodular functions, and by solving a constrained submodular
minimization problem. Although constrained submodular minimization is hard in
general, here, we establish conditions under which such a problem can be solved
to arbitrary precision $\epsilon$."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1612.01213,https://arxiv.org/abs/1612.01213,"Abstract:  Learning the representation and the similarity metric in an end-to-end
fashion with deep networks have demonstrated outstanding results for clustering
and retrieval. However, these recent approaches still suffer from the
performance degradation stemming from the local metric training procedure which
is unaware of the global structure of the embedding space.
We propose a global metric learning scheme for optimizing the deep metric
embedding with the learnable clustering function and the clustering metric
(NMI) in a novel structured prediction framework.
Our experiments on CUB200-2011, Cars196, and Stanford online products
datasets show state of the art performance both on the clustering and retrieval
tasks measured in the NMI and Recall@K evaluation metrics."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1608.01008,https://arxiv.org/abs/1608.01008,"Abstract:  We study probability measures induced by set functions with constraints. Such
measures arise in a variety of real-world settings, where prior knowledge,
resource limitations, or other pragmatic considerations impose constraints. We
consider the task of rapidly sampling from such constrained measures, and
develop fast Markov chain samplers for them. Our first main result is for MCMC
sampling from Strongly Rayleigh (SR) measures, for which we present sharp
polynomial bounds on the mixing time. As a corollary, this result yields a fast
mixing sampler for Determinantal Point Processes (DPPs), yielding (to our
knowledge) the first provably fast MCMC sampler for DPPs since their inception
over four decades ago. Beyond SR measures, we develop MCMC samplers for
probabilistic models with hard constraints and identify sufficient conditions
under which their chains mix rapidly. We illustrate our claims by empirically
verifying the dependence of mixing times on the key factors governing our
theoretical bounds."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1607.07762,https://arxiv.org/abs/1607.07762,"Abstract:  We introduce a framework for model learning and planning in stochastic
domains with continuous state and action spaces and non-Gaussian transition
models. It is efficient because (1) local models are estimated only when the
planner requires them; (2) the planner focuses on the most relevant states to
the current planning problem; and (3) the planner focuses on the most
informative and/or high-value actions. Our theoretical analysis shows the
validity and asymptotic optimality of the proposed approach. Empirically, we
demonstrate the effectiveness of our algorithm on a simulated multi-modal
pushing problem."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1607.03559,https://arxiv.org/abs/1607.03559,"Abstract:  In this note we consider sampling from (non-homogeneous) strongly Rayleigh
probability measures. As an important corollary, we obtain a fast mixing Markov
Chain sampler for Determinantal Point Processes."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1603.06052,https://arxiv.org/abs/1603.06052,"Abstract:  The Nyström method has long been popular for scaling up kernel methods. Its
theoretical guarantees and empirical performance rely critically on the quality
of the landmarks selected. We study landmark selection for Nyström using
Determinantal Point Processes (DPPs), discrete probability models that allow
tractable generation of diverse samples. We prove that landmarks selected via
DPPs guarantee bounds on approximation errors; subsequently, we analyze
implications for kernel ridge regression. Contrary to prior reservations due to
cubic complexity of DPPsampling, we show that (under certain conditions) Markov
chain DPP sampling requires only linear time in the size of the data. We
present several empirical results that support our theoretical analysis, and
demonstrate the superior performance of DPP-based landmark selection compared
with existing approaches."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1512.01904,https://arxiv.org/abs/1512.01904,"Abstract:  We present a framework for accelerating a spectrum of machine learning
algorithms that require computation of bilinear inverse forms $u^\top A^{-1}u$,
where $A$ is a positive definite matrix and $u$ a given vector. Our framework
is built on Gauss-type quadrature and easily scales to large, sparse matrices.
Further, it allows retrospective computation of lower and upper bounds on
$u^\top A^{-1}u$, which in turn accelerates several algorithms. We prove that
these bounds tighten iteratively and converge at a linear (geometric) rate. To
our knowledge, ours is the first work to demonstrate these key properties of
Gauss-type quadrature, which is a classical and deeply studied topic. We
illustrate empirical consequences of our results by using quadrature to
accelerate machine learning tasks involving determinantal point processes and
submodular optimization, and observe tremendous speedups in several instances."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1511.07069,https://arxiv.org/abs/1511.07069,"Abstract:  Precisely-labeled data sets with sufficient amount of samples are very
important for training deep convolutional neural networks (CNNs). However, many
of the available real-world data sets contain erroneously labeled samples and
those errors substantially hinder the learning of very accurate CNN models. In
this work, we consider the problem of training a deep CNN model for image
classification with mislabeled training samples - an issue that is common in
real image data sets with tags supplied by amateur users. To solve this
problem, we propose an auxiliary image regularization technique, optimized by
the stochastic Alternating Direction Method of Multipliers (ADMM) algorithm,
that automatically exploits the mutual context information among training
images and encourages the model to select reliable images to robustify the
learning process. Comprehensive experiments on benchmark data sets clearly
demonstrate our proposed regularized CNN model is resistant to label noise in
training data."
Stefanie Jegelka,Jegelka_Stefanie,arXiv:1511.06452,https://arxiv.org/abs/1511.06452,"Abstract:  Learning the distance metric between pairs of examples is of great importance
for learning and visual recognition. With the remarkable success from the state
of the art convolutional neural networks, recent works have shown promising
results on discriminatively training the networks to learn semantic feature
embeddings where similar examples are mapped close to each other and dissimilar
examples are mapped farther apart. In this paper, we describe an algorithm for
taking full advantage of the training batches in the neural network training by
lifting the vector of pairwise distances within the batch to the matrix of
pairwise distances. This step enables the algorithm to learn the state of the
art feature embedding by optimizing a novel structured prediction objective on
the lifted problem. Additionally, we collected Online Products dataset: 120k
images of 23k classes of online products for metric learning. Our experiments
on the CUB-200-2011, CARS196, and Online Products datasets demonstrate
significant improvement over existing deep feature embedding methods on all
experimented embedding sizes with the GoogLeNet network."
